,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line811,803,812,(9.968e-05+7.51872e-06j),(9.968000000000001e-05+7.518720000000001e-06j),(9.967999999999998e-05+7.5187199999999985e-06j),(1.4240000000000017e-06-1.773643788277085e-23j),(1.4240000000000017e-06+0j),(1.424000000000001e-06-5.323008325711635e-23j),0j,0j,0j,0j,0j,0j
line812,804,813,(0.0038727499999999986+0.000292116j),(0.003872749999999999+0.00029211599999999987j),(0.0038727499999999995+0.000292116j),(5.532500000000004e-05+0j),(5.532500000000004e-05-1.673282566126086e-21j),(5.532500000000003e-05-1.673935711636406e-21j),0j,0j,0j,0j,0j,0j
line813,805,814,(0.00019627999999999993+1.4805119999999995e-05j),(0.00019627999999999996+1.480512e-05j),(0.00019627999999999998+1.4805120000000001e-05j),(2.8040000000000014e-06+0j),(2.8040000000000014e-06-3.438527060989567e-23j),(2.8040000000000023e-06+3.4398692482312607e-23j),0j,0j,0j,0j,0j,0j
line814,806,815,(0.00035338211333333334+3.380908666666666e-05j),(0.00035338211333333334+3.3809086666666656e-05j),(0.0003533821133333333+3.380908666666665e-05j),(0.00015599877333333334+2.2445866666666613e-06j),(0.0001559987733333333+2.2445866666666613e-06j),(0.00015599877333333332+2.2445866666666588e-06j),0j,0j,0j,0j,0j,0j
line815,807,816,(0.00022633333333333322+1.7071999999999992e-05j),(0.00022633333333333324+1.7072e-05j),(0.00022633333333333327+1.7072000000000002e-05j),(3.2333333333333347e-06-4.5721175437466374e-23j),(3.2333333333333356e-06+4.5721175437466374e-23j),(3.2333333333333356e-06+4.5739022142540637e-23j),0j,0j,0j,0j,0j,0j
line816,808,817,(0.001861416666666667+0.00014040400000000006j),(0.0018614166666666664+0.000140404j),(0.0018614166666666662+0.00014040399999999995j),(2.6591666666666695e-05-3.8656057381037143e-22j),(2.659166666666669e-05+3.8656057381037143e-22j),(2.6591666666666682e-05+7.734229260631432e-22j),0j,0j,0j,0j,0j,0j
line817,809,818,(0.00024090499999999994+1.8171120000000004e-05j),(0.00024090499999999997+1.8171120000000004e-05j),(0.000240905+1.817112e-05j),(3.441500000000002e-06+0j),(3.441500000000003e-06-5.1797878877028964e-23j),(3.4415000000000042e-06+0j),0j,0j,0j,0j,0j,0j
line818,810,819,(0.0021648286000000004+0.00020711539999999996j),(0.0021648286+0.00020711539999999988j),(0.0021648286000000004+0.00020711539999999996j),(0.0009556528+1.375039999999996e-05j),(0.0009556528+1.375039999999996e-05j),(0.0009556528000000002+1.3750399999999974e-05j),0j,0j,0j,0j,0j,0j
line819,810,820,(0.0021648286000000004+0.00020711539999999996j),(0.0021648286+0.00020711539999999988j),(0.0021648286000000004+0.00020711539999999996j),(0.0009556528+1.375039999999996e-05j),(0.0009556528+1.375039999999996e-05j),(0.0009556528000000002+1.3750399999999974e-05j),0j,0j,0j,0j,0j,0j
line820,812,821,(0.00015310166666666664+1.154824e-05j),(0.00015310166666666664+1.154824e-05j),(0.0001531016666666666+1.1548239999999998e-05j),(2.1871666666666683e-06-6.276267417082605e-23j),(2.1871666666666683e-06+4.1841782780550694e-23j),(2.1871666666666683e-06+2.092905760592839e-23j),0j,0j,0j,0j,0j,0j
line821,814,822,(0.0001842633333333333+1.3898719999999993e-05j),(0.00018426333333333334+1.3898720000000003e-05j),(0.00018426333333333334+1.3898720000000004e-05j),(2.632333333333335e-06-9.091163099671972e-23j),(2.6323333333333357e-06+6.060775399781315e-23j),(2.6323333333333357e-06+9.094711724681492e-23j),0j,0j,0j,0j,0j,0j
line822,815,823,(0.00040850622999999994+3.9082969999999996e-05j),(0.00040850623000000005+3.9082969999999996e-05j),(0.00040850622999999994+3.908296999999998e-05j),(0.00018033304+2.5947199999999988e-06j),(0.00018033303999999994+2.5947199999999886e-06j),(0.00018033304+2.5947199999999886e-06j),0j,0j,0j,0j,0j,0j
line823,816,824,(0.00023019500000000001+1.7363280000000002e-05j),(0.00023019500000000004+1.736328000000001e-05j),(0.00023019500000000001+1.736328e-05j),(3.288500000000003e-06+9.458932276147969e-23j),(3.2885000000000033e-06+0j),(3.2885000000000033e-06+4.731312227692578e-23j),0j,0j,0j,0j,0j,0j
line824,818,825,(0.00023944666666666657+1.806111999999999e-05j),(0.00023944666666666665+1.8061120000000004e-05j),(0.00023944666666666673+1.8061120000000014e-05j),(3.420666666666668e-06-1.0234530741642449e-22j),(3.420666666666669e-06+5.1172653708212247e-23j),(3.4206666666666697e-06+5.119262833156479e-23j),0j,0j,0j,0j,0j,0j
line825,819,826,(0.0023271361666666666+0.0002226438333333333j),(0.0023271361666666666+0.00022264383333333343j),(0.002327136166666666+0.00022264383333333332j),(0.0010273026666666667+1.4781333333333325e-05j),(0.0010273026666666664+1.4781333333333305e-05j),(0.0010273026666666664+1.4781333333333342e-05j),0j,0j,0j,0j,0j,0j
line826,819,827,(0.0023271361666666666+0.0002226438333333333j),(0.0023271361666666666+0.00022264383333333343j),(0.002327136166666666+0.00022264383333333332j),(0.0010273026666666667+1.4781333333333325e-05j),(0.0010273026666666664+1.4781333333333305e-05j),(0.0010273026666666664+1.4781333333333342e-05j),0j,0j,0j,0j,0j,0j
line827,821,828,(0.0012592999999999994+9.498719999999998e-05j),(0.0012593+9.498720000000002e-05j),(0.0012592999999999999+9.49872e-05j),(1.7990000000000012e-05-7.076992885338104e-22j),(1.7990000000000012e-05-7.076992885338104e-22j),(1.7990000000000016e-05-5.30981647761558e-22j),0j,0j,0j,0j,0j,0j
line828,822,829,(0.0002632816666666666+1.9858959999999998e-05j),(0.0002632816666666667+1.985896e-05j),(0.00026328166666666667+1.9858959999999995e-05j),(3.76116666666667e-06+6.186736011137702e-23j),(3.76116666666667e-06+0j),(3.7611666666666696e-06-1.237830185667519e-22j),0j,0j,0j,0j,0j,0j
line829,823,830,(0.00041697007000000006+3.989273000000003e-05j),(0.0004169700699999999+3.9892729999999994e-05j),(0.00041697007000000006+3.9892730000000014e-05j),(0.00018406935999999997+2.648480000000018e-06j),(0.00018406936+2.6484800000000123e-06j),(0.00018406936+2.648480000000022e-06j),0j,0j,0j,0j,0j,0j
line830,824,831,(0.00019976833333333334+1.506824e-05j),(0.0001997683333333333+1.5068239999999995e-05j),(0.0001997683333333333+1.5068239999999999e-05j),(2.8538333333333356e-06-3.56183371579617e-23j),(2.8538333333333356e-06+0j),(2.853833333333335e-06-3.5632240342917274e-23j),0j,0j,0j,0j,0j,0j
line831,825,832,(0.00024035666666666656+1.8129759999999998e-05j),(0.00024035666666666664+1.8129760000000004e-05j),(0.00024035666666666661+1.812976e-05j),(3.4336666666666685e-06+0j),(3.433666666666668e-06-5.1562348858497133e-23j),(3.433666666666669e-06+0j),0j,0j,0j,0j,0j,0j
line832,826,833,(0.0019106615+0.00018279850000000003j),(0.0019106615000000003+0.00018279850000000008j),(0.0019106615+0.00018279850000000003j),(0.0008434520000000002+1.213600000000004e-05j),(0.0008434520000000001+1.2136000000000012e-05j),(0.0008434520000000002+1.2136000000000058e-05j),0j,0j,0j,0j,0j,0j
line833,826,834,(0.0019106615+0.00018279850000000003j),(0.0019106615000000003+0.00018279850000000008j),(0.0019106615+0.00018279850000000003j),(0.0008434520000000002+1.213600000000004e-05j),(0.0008434520000000001+1.2136000000000012e-05j),(0.0008434520000000002+1.2136000000000058e-05j),0j,0j,0j,0j,0j,0j
line834,828,835,(0.004340116666666666+0.0003273688j),(0.004340116666666666+0.00032736880000000003j),(0.004340116666666665+0.0003273687999999999j),(6.200166666666671e-05+0j),(6.200166666666671e-05-5.253795660949391e-22j),(6.200166666666671e-05-1.0511692832447637e-21j),0j,0j,0j,0j,0j,0j
line835,829,836,(0.0027791166666666666+0.00020962480000000003j),(0.0027791166666666666+0.0002096248j),(0.0027791166666666658+0.0002096247999999999j),(3.97016666666667e-05+8.616758444310012e-22j),(3.970166666666669e-05-1.2925137666465018e-21j),(3.9701666666666693e-05-8.620121891228869e-22j),0j,0j,0j,0j,0j,0j
line836,831,837,(0.00014347666666666666+1.082224e-05j),(0.0001434766666666667+1.082224e-05j),(0.00014347666666666663+1.082224e-05j),(2.049666666666669e-06-1.8373119707161947e-23j),(2.0496666666666688e-06+1.8373119707161947e-23j),(2.0496666666666683e-06+1.838029143110759e-23j),0j,0j,0j,0j,0j,0j
line837,832,838,(0.00024019333333333333+1.8117440000000003e-05j),(0.00024019333333333338+1.8117440000000003e-05j),(0.00024019333333333328+1.8117439999999996e-05j),(3.4313333333333373e-06+0j),(3.4313333333333356e-06-5.149229472674095e-23j),(3.4313333333333356e-06+0j),0j,0j,0j,0j,0j,0j
line838,833,839,(0.002051305666666666+0.0001962543333333333j),(0.0020513056666666665+0.0001962543333333333j),(0.0020513056666666665+0.00019625433333333336j),(0.0009055386666666664+1.3029333333333368e-05j),(0.0009055386666666664+1.3029333333333385e-05j),(0.0009055386666666664+1.3029333333333356e-05j),0j,0j,0j,0j,0j,0j
line839,833,840,(0.002051305666666666+0.0001962543333333333j),(0.0020513056666666665+0.0001962543333333333j),(0.0020513056666666665+0.00019625433333333336j),(0.0009055386666666664+1.3029333333333368e-05j),(0.0009055386666666664+1.3029333333333385e-05j),(0.0009055386666666664+1.3029333333333356e-05j),0j,0j,0j,0j,0j,0j
line840,836,841,(0.0011115766666666665+8.384464e-05j),(0.001111576666666667+8.384464000000001e-05j),(0.0011115766666666667+8.384463999999998e-05j),(1.5879666666666683e-05+0j),(1.5879666666666683e-05-1.3785077263958164e-22j),(1.587966666666668e-05-6.895229050652727e-22j),0j,0j,0j,0j,0j,0j
line841,837,842,(0.00016657666666666663+1.2564639999999996e-05j),(0.0001665766666666666+1.2564639999999996e-05j),(0.0001665766666666666+1.256464e-05j),(2.3796666666666686e-06-4.9531180415937706e-23j),(2.379666666666669e-06+7.429677062390657e-23j),(2.379666666666668e-06+0j),0j,0j,0j,0j,0j,0j
line842,838,843,(0.00024034499999999994+1.8128879999999994e-05j),(0.00024034499999999996+1.8128879999999994e-05j),(0.00024034499999999994+1.812887999999999e-05j),(3.4335000000000036e-06+0j),(3.433500000000003e-06+0j),(3.433500000000003e-06+0j),0j,0j,0j,0j,0j,0j
line843,839,844,(0.0060451644+0.000408782j),(0.0060451644+0.000408782j),(0.0060451644+0.000408782j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line844,839,845,(0.003040600933333332+0.0002909030666666665j),(0.0030406009333333334+0.0002909030666666666j),(0.0030406009333333326+0.0002909030666666665j),(0.0013422581333333336+1.931306666666663e-05j),(0.0013422581333333333+1.9313066666666592e-05j),(0.0013422581333333336+1.9313066666666558e-05j),0j,0j,0j,0j,0j,0j
line845,839,846,(0.003040600933333332+0.0002909030666666665j),(0.0030406009333333334+0.0002909030666666666j),(0.0030406009333333326+0.0002909030666666665j),(0.0013422581333333336+1.931306666666663e-05j),(0.0013422581333333333+1.9313066666666592e-05j),(0.0013422581333333336+1.9313066666666558e-05j),0j,0j,0j,0j,0j,0j
line846,841,847,(0.0005644566666666666+4.2576160000000005e-05j),(0.0005644566666666665+4.257616e-05j),(0.0005644566666666664+4.2576159999999984e-05j),(8.063666666666674e-06-7.109213716280282e-23j),(8.063666666666674e-06+0j),(8.063666666666672e-06-2.133596613431794e-22j),0j,0j,0j,0j,0j,0j
line847,842,848,(0.00025095+1.8928799999999997e-05j),(0.00025095+1.89288e-05j),(0.00025095+1.89288e-05j),(3.5850000000000025e-06+0j),(3.5850000000000025e-06+5.620756197131602e-23j),(3.5850000000000025e-06+0j),0j,0j,0j,0j,0j,0j
line848,843,849,(0.00011731999999999998+8.849279999999995e-06j),(0.00011732000000000001+8.849280000000004e-06j),(0.00011731999999999998+8.849280000000004e-06j),(1.6760000000000018e-06+0j),(1.6760000000000018e-06+0j),(1.676000000000002e-06+2.4578984783862e-23j),0j,0j,0j,0j,0j,0j
line849,844,850,(0.0008844251999999998+5.980599999999999e-05j),(0.0008844251999999998+5.980599999999999e-05j),(0.0008844251999999998+5.980599999999999e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line850,845,851,(0.003664305333333333+0.0003505746666666667j),(0.0036643053333333337+0.00035057466666666673j),(0.003664305333333333+0.0003505746666666666j),(0.001617589333333333+2.3274666666666747e-05j),(0.0016175893333333327+2.3274666666666693e-05j),(0.0016175893333333332+2.3274666666666717e-05j),0j,0j,0j,0j,0j,0j
line851,845,852,(0.003664305333333333+0.0003505746666666667j),(0.0036643053333333337+0.00035057466666666673j),(0.003664305333333333+0.0003505746666666666j),(0.001617589333333333+2.3274666666666747e-05j),(0.0016175893333333327+2.3274666666666693e-05j),(0.0016175893333333332+2.3274666666666717e-05j),0j,0j,0j,0j,0j,0j
line852,847,853,(0.00012490333333333331+9.421279999999998e-06j),(0.00012490333333333334+9.421280000000001e-06j),(0.0001249033333333333+9.42128e-06j),(1.7843333333333357e-06+0j),(1.7843333333333347e-06+0j),(1.7843333333333351e-06+0j),0j,0j,0j,0j,0j,0j
line853,848,854,(0.00041000166666666665+3.092584e-05j),(0.0004100016666666667+3.0925840000000004e-05j),(0.0004100016666666667+3.0925840000000004e-05j),(5.857166666666672e-06+7.501732892621679e-23j),(5.857166666666672e-06+7.501732892621679e-23j),(5.8571666666666696e-06+0j),0j,0j,0j,0j,0j,0j
line854,849,855,(0.0026367833333333333+0.00019888879999999996j),(0.002636783333333333+0.0001988888j),(0.0026367833333333333+0.00019888880000000004j),(3.766833333333336e-05-3.8783701458197076e-22j),(3.766833333333337e-05+3.8783701458197076e-22j),(3.766833333333337e-05-1.1639652061389323e-21j),0j,0j,0j,0j,0j,0j
line855,850,856,(0.0024916254+0.00016848700000000002j),(0.0024916254+0.00016848700000000002j),(0.0024916254+0.00016848700000000002j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line856,851,857,(0.005761876633333332+0.0005512553666666665j),(0.005761876633333333+0.0005512553666666668j),(0.0057618766333333345+0.0005512553666666665j),(0.002543551733333334+3.6597866666666745e-05j),(0.002543551733333335+3.659786666666668e-05j),(0.002543551733333335+3.6597866666666664e-05j),0j,0j,0j,0j,0j,0j
line857,851,858,(0.005761876633333332+0.0005512553666666665j),(0.005761876633333333+0.0005512553666666668j),(0.0057618766333333345+0.0005512553666666665j),(0.002543551733333334+3.6597866666666745e-05j),(0.002543551733333335+3.659786666666668e-05j),(0.002543551733333335+3.6597866666666664e-05j),0j,0j,0j,0j,0j,0j
line858,853,859,(9.836749999999997e-05+7.419719999999998e-06j),(9.83675e-05+7.41972e-06j),(9.83675e-05+7.419720000000001e-06j),(1.4052500000000013e-06+5.18173103158486e-23j),(1.4052500000000009e-06+0j),(1.4052500000000015e-06+0j),0j,0j,0j,0j,0j,0j
line859,854,860,(0.003289999999999999+0.00024815999999999993j),(0.00329+0.00024816j),(0.0032899999999999987+0.00024816j),(4.700000000000005e-05-1.2075973653845644e-21j),(4.7000000000000024e-05+1.2075973653845644e-21j),(4.700000000000003e-05+6.040343681686752e-22j),0j,0j,0j,0j,0j,0j
line860,854,861,(0.008760616666666665+0.0006608007999999999j),(0.008760616666666665+0.0006608008000000001j),(0.008760616666666665+0.0006608008j),(0.00012515166666666677-2.1406207196693625e-21j),(0.00012515166666666674-5.351551799173407e-21j),(0.00012515166666666677-2.1414562849472505e-21j),0j,0j,0j,0j,0j,0j
line861,855,862,(0.0017146499999999999+0.00012933359999999996j),(0.00171465+0.0001293336j),(0.0017146499999999999+0.0001293336j),(2.4495000000000022e-05+3.280056529685377e-22j),(2.4495000000000015e-05+3.280056529685377e-22j),(2.449500000000002e-05-9.844010579644328e-22j),0j,0j,0j,0j,0j,0j
line862,856,863,(0.002925793199999999+0.00019784599999999995j),(0.002925793199999999+0.00019784599999999995j),(0.002925793199999999+0.00019784599999999995j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line863,857,864,(0.0023416624000000006+0.00022403360000000015j),(0.0023416623999999997+0.00022403360000000002j),(0.0023416624+0.0002240336000000001j),(0.0010337152+1.4873600000000069e-05j),(0.0010337152000000002+1.4873600000000069e-05j),(0.0010337152000000002+1.487360000000004e-05j),0j,0j,0j,0j,0j,0j
line864,857,865,(0.0023416624000000006+0.00022403360000000015j),(0.0023416623999999997+0.00022403360000000002j),(0.0023416624+0.0002240336000000001j),(0.0010337152+1.4873600000000069e-05j),(0.0010337152000000002+1.4873600000000069e-05j),(0.0010337152000000002+1.487360000000004e-05j),0j,0j,0j,0j,0j,0j
line865,859,866,(0.00010539433333333336+7.949744e-06j),(0.00010539433333333335+7.949744e-06j),(0.00010539433333333332+7.949744e-06j),(1.5056333333333347e-06-3.9656543811994905e-23j),(1.5056333333333347e-06+3.9656543811994905e-23j),(1.5056333333333343e-06-1.983601163091599e-23j),0j,0j,0j,0j,0j,0j
line866,862,867,(0.0014996333333333336+0.0001131152j),(0.0014996333333333336+0.00011311520000000003j),(0.001499633333333333+0.00011311519999999998j),(2.1423333333333363e-05+2.5089992492383707e-22j),(2.1423333333333346e-05+2.5089992492383707e-22j),(2.1423333333333356e-05+0j),0j,0j,0j,0j,0j,0j
line867,863,868,(0.0003795385799999999+2.5664899999999995e-05j),(0.0003795385799999999+2.5664899999999995e-05j),(0.0003795385799999999+2.5664899999999995e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line868,864,869,(0.0014587529000000005+0.0001395631000000001j),(0.0014587528999999997+0.00013956310000000003j),(0.0014587529+0.00013956309999999997j),(0.0006439591999999999+9.265600000000042e-06j),(0.0006439592000000001+9.265600000000025e-06j),(0.0006439592000000001+9.265600000000035e-06j),0j,0j,0j,0j,0j,0j
line869,864,870,(0.0014587529000000005+0.0001395631000000001j),(0.0014587528999999997+0.00013956310000000003j),(0.0014587529+0.00013956309999999997j),(0.0006439591999999999+9.265600000000042e-06j),(0.0006439592000000001+9.265600000000025e-06j),(0.0006439592000000001+9.265600000000035e-06j),0j,0j,0j,0j,0j,0j
line870,866,871,(8.432316666666666e-05+6.360375999999998e-06j),(8.432316666666666e-05+6.360375999999999e-06j),(8.432316666666667e-05+6.360376e-06j),(1.2046166666666678e-06+1.269241193823709e-23j),(1.2046166666666678e-06+2.538482387647418e-23j),(1.2046166666666674e-06-5.0789465067824925e-23j),0j,0j,0j,0j,0j,0j
line871,867,872,(0.0015730166666666667+0.0001186504j),(0.0015730166666666672+0.00011865040000000005j),(0.001573016666666667+0.00011865040000000001j),(2.2471666666666687e-05+2.760558845710276e-22j),(2.2471666666666687e-05+2.760558845710276e-22j),(2.247166666666669e-05-2.761636396300089e-22j),0j,0j,0j,0j,0j,0j
line872,868,873,(0.00047705663999999994+3.22592e-05j),(0.00047705663999999994+3.22592e-05j),(0.00047705663999999994+3.22592e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line873,868,874,(0.0010613982299999998+7.177314999999999e-05j),(0.0010613982299999998+7.177314999999999e-05j),(0.0010613982299999998+7.177314999999999e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line874,869,875,(0.0010076+9.639999999999999e-05j),(0.0010076000000000002+9.64e-05j),(0.0010076000000000002+9.64e-05j),(0.0004448000000000002+6.399999999999989e-06j),(0.0004448000000000002+6.399999999999989e-06j),(0.0004448+6.3999999999999735e-06j),0j,0j,0j,0j,0j,0j
line875,869,876,(0.0010076+9.639999999999999e-05j),(0.0010076000000000002+9.64e-05j),(0.0010076000000000002+9.64e-05j),(0.0004448000000000002+6.399999999999989e-06j),(0.0004448000000000002+6.399999999999989e-06j),(0.0004448+6.3999999999999735e-06j),0j,0j,0j,0j,0j,0j
line876,871,877,(8.187433333333333e-05+6.175664000000001e-06j),(8.187433333333334e-05+6.175664e-06j),(8.187433333333332e-05+6.175663999999998e-06j),(1.169633333333335e-06+1.196591454805025e-23j),(1.1696333333333342e-06+0j),(1.1696333333333342e-06-5.985292648671986e-23j),0j,0j,0j,0j,0j,0j
line877,872,878,(0.0026858999999999997+0.00020259359999999995j),(0.0026859000000000006+0.00020259360000000006j),(0.0026858999999999997+0.00020259359999999998j),(3.837000000000003e-05-8.04840902494e-22j),(3.837000000000002e-05+4.02420451247e-22j),(3.8370000000000034e-05+1.207732593535726e-21j),0j,0j,0j,0j,0j,0j
line878,873,879,(0.00044143325999999996+2.9850299999999994e-05j),(0.00044143325999999996+2.9850299999999994e-05j),(0.00044143325999999996+2.9850299999999994e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
